,HBA,HNA,TA,IA,BP,APAP,NDA,HQ,"4,4'-Sulfonyldiphenol",Bond Angle,pKa,Refractive index,Density,Complexity,Heavy Atom Count,Topological Polar Surface Area,Rotatable Bond Count,Hydrogen Bond Acceptor Count,Hydrogen Bond Donor Count,XLogP3,Molecular Weight,Thickness,Frequency(MHz),Q factor,Dk,Df,Melt Point,HDT (Â°C) @ 1.8MPa 
VX-111_6,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.420985359,0.000663341,333.5269267,315.3625856
VX-111_7,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.41074421,0.000666332,333.8821017,308.6077228
VX-111_8,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.375649065,0.000651624,333.8660307,313.4832103
VX-111_9,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.357081385,0.000585906,333.5601243,314.6242913
VX-111_10,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.389784734,0.000798866,334.6658492,313.1689943
VX-111_11,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.394290703,0.000534158,333.7375526,310.3000739
VX-111_12,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.423991497,0.000633886,334.2907236,312.2204821
VX-111_13,0.02,0.62,0.18,0.0,0.18,0.0,0.0,0.0,0.0,161.4,5.1654,1.60598,1.2834,199.76,13.56,57.518,1.18,3.0,2,2.838,182.8552,,,,3.429472225,0.000636344,333.8635346,311.4529781
VX-176_0,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.387224945,0.000704437,337.3112478,278.5457151
VX-176_1,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.393517821,0.000715215,338.2052052,279.5546524
VX-176_2,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.402353912,0.000448854,338.3847013,275.92771
VX-176_3,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.373744322,0.000603606,335.3961969,275.9746712
VX-176_4,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.420569346,0.000626566,336.7711385,277.0690454
VX-176_5,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.410836017,0.000667108,336.8790124,277.2451971
VX-176_6,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.414734779,0.00071174,338.5335267,277.4435821
VX-176_7,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.320326769,0.000526653,337.9057291,277.9942968
VX-176_8,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.393703908,0.000444449,337.4476309,282.1016399
VX-176_9,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.424950735,0.0006104,336.3927546,278.2570275
VX-176_10,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.421487028,0.00053653,338.2246638,278.8279609
VX-176_11,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.435846282,0.000519507,336.3142063,274.9650826
VX-176_12,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.402249852,0.000528937,337.0829705,280.3810499
VX-176_13,0.02,0.48,0.02,0.0,0.0,0.0,0.23,0.25,0.0,158.7,5.6792,1.64744,1.3166,190.435,12.84,57.525,1.0,3.0,2,2.258,173.6626,,,,3.423600773,0.000629024,336.9311753,281.1248228
VX-193_0,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.389205386,0.00077342,314.2390217,223.4528025
VX-193_1,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.382825385,0.000859694,313.8214404,226.1494538
VX-193_2,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.327719943,0.00079814,313.6872549,223.8881096
VX-193_3,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.392318905,0.000946796,313.810173,224.3529545
VX-193_4,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.378393633,0.000774268,313.9434004,224.3438771
VX-193_5,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.404954242,0.000851336,314.8793376,228.4981048
VX-193_6,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.347481457,0.000778484,314.0856661,224.1859029
VX-193_7,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.360737518,0.0008692,313.4420128,220.2853725
VX-193_8,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.348961995,0.000802981,314.9709979,225.6175191
VX-193_9,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.322600882,0.000780332,313.4612841,223.1277042
VX-193_10,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.350940047,0.000949908,314.4084677,225.4952658
VX-193_11,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.341555533,0.000957707,315.8210428,225.0084303
VX-193_12,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.360765556,0.000965547,315.3386005,224.9260005
VX-193_13,0.02,0.48,0.25,0.0,0.2,0.0,0.0,0.05,0.0,165.6,5.5158,1.5957,1.315,185.455,13.12,57.525,1.2,3.0,2,2.674,177.3688,,,,3.360729359,0.000880443,314.0124265,224.5442695
S950SX_0,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.423612167,0.000721407,349.202229,286.9927037
S950SX_1,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.415802185,0.000771045,349.8873691,291.0555099
S950SX_2,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.44508288,0.000700841,349.9511316,285.8481806
S950SX_3,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.406171134,0.000706607,349.6228263,288.3170795
S950SX_4,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.386782319,0.000825683,350.1430106,289.5257322
S950SX_5,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.368989057,0.000879887,349.9110873,291.2299106
S950SX_6,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.444115613,0.000811972,348.9346412,286.600847
S950SX_7,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.390873838,0.000900388,349.7195523,286.4341183
S950SX_8,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.356288533,0.000922793,349.7950281,291.7845277
S950SX_9,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.378100858,0.000739379,350.185818,286.8451672
S950SX_10,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.381952495,0.000852174,349.8816585,286.3923603
S950SX_11,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.361859584,0.000676903,349.3596232,291.8217888
S950SX_12,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.421061057,0.000753822,349.8058013,288.7817494
S950SX_13,0.02,0.48,0.25,0.0,0.25,0.0,0.0,0.0,0.0,165.6,5.4853,1.59415,1.31,189.96,13.42,57.525,1.25,3.0,2,2.824,181.1738,,,,3.470630731,0.00086682,350.487632,288.9838521
VX-116_0,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.409828206,0.000504696,338.2962578,303.3863789
VX-116_1,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.436108806,0.00067814,339.1354611,304.2279982
VX-116_2,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.402012718,0.000677906,338.4001449,302.9617061
VX-116_3,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.42584749,0.000677008,338.0301932,303.8886494
VX-116_4,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.468745051,0.000787008,337.6083088,305.1365023
VX-116_5,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.469193031,0.000594242,337.3983735,305.2634487
VX-116_6,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.452739994,0.000770622,338.2977624,308.695444
VX-116_7,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.473741598,0.000636621,337.1642965,303.6818956
VX-116_8,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.45133721,0.000560333,338.4765974,304.8323499
VX-116_9,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.43202526,0.000626046,337.6403663,306.5456833
VX-116_10,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.479819881,0.000563351,337.4227148,306.5271832
VX-116_11,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.473601455,0.000702379,338.4486615,304.8204241
VX-116_12,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.401377063,0.000747619,338.5384922,306.1415117
VX-116_13,0.02,0.78,0.1,0.0,0.1,0.0,0.0,0.0,0.0,156.6,4.7998,1.6195,1.253,210.96,13.72,57.51,1.1,3.0,2,2.854,184.7768,,,,3.431908197,0.000462671,337.4038853,306.6989351
VX-127_1_0,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.82,9758.3019,8300.5,3.51651304,0.000612348,327.7524591,235.2287641
VX-127_2_0,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.83,9756.4987,8305.9,3.528268694,0.000702496,328.5797457,233.526351
VX-127_3_0,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.81,9771.6594,8403.8,3.343086218,0.000583732,325.7851766,235.1908182
VX-127_4_0,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.8,9767.8746,8474.6,3.449801379,0.000485334,328.6928276,236.4564393
VX-127_5_0,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.83,9759.2746,8406.8,3.459152119,0.000654698,328.0838599,233.1914307
VX-127_1_1,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.82,9758.3019,8300.5,3.54912166,0.000693603,328.1091007,234.1176317
VX-127_2_1,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.83,9756.4987,8305.9,3.553841717,0.000622025,327.4194272,232.2340113
VX-127_3_1,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.81,9771.6594,8403.8,3.414357409,0.000641369,326.8919882,232.8784906
VX-127_4_1,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.8,9767.8746,8474.6,3.472653873,0.00057158,329.0538824,233.6954544
VX-127_5_1,0.02,0.48,0.0,0.0,0.25,0.0,0.25,0.0,0.0,158.1,5.5303,1.64365,1.29,214.96,14.42,57.525,1.25,3.0,2,3.024,193.6888,0.83,9759.2746,8406.8,3.503320617,0.000698342,328.5516162,233.9981431
VX-113_0,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.457787164,0.001082949,315.2854299,202.2803474
VX-113_1,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.411940651,0.001033117,314.8608208,199.6430607
VX-113_2,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.397394296,0.001139728,315.2160468,200.2165882
VX-113_3,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.407506675,0.000863869,315.2181434,199.655072
VX-113_4,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.387237686,0.000979238,315.1184903,198.7328318
VX-113_5,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.399807163,0.000963774,314.7828986,202.2855261
VX-113_6,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.426565366,0.00104939,314.9510458,197.9551593
VX-113_7,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.374552746,0.001021612,314.3967538,201.6739291
VX-113_8,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.384250964,0.000910532,314.9151999,200.1092635
VX-113_9,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.422153831,0.000831591,315.0420536,200.5403247
VX-113_10,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.378606266,0.000989901,314.7529225,200.8590806
VX-113_11,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.400369479,0.000999381,314.3350091,197.7772644
VX-113_12,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.357860614,0.001124974,315.4435129,198.5235694
VX-113_13,0.27,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.1,4.3778,1.5914,1.2775,199.46,12.92,57.5,1.0,3.0,2,2.549,174.6638,,,,3.36393811,0.001090979,315.3151999,201.7247619
VX-134_0,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,157.5,5.5275,1.64725,1.285,217.0,14.5,57.525,1.25,3.0,2,3.05,194.69,,,,3.489457893,0.000534075,336.8814427,
VX-134_1,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,157.5,5.5275,1.64725,1.285,217.0,14.5,57.525,1.25,3.0,2,3.05,194.69,,,,3.439586394,0.000612563,336.0624727,
VX-134_2,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,157.5,5.5275,1.64725,1.285,217.0,14.5,57.525,1.25,3.0,2,3.05,194.69,,,,3.516520543,0.000659623,337.47286,
